SurveyNumber	SubjectId	ChoiceSet	Route	Origin	OriginCityCode	OriginCityName	Destination	DestinationCityCode	DestinationCityName	DepartureDate	DepartureDay	DepartureTime	ReturnDate	ReturnDay	ReturnTime	Duration	FirstSearchDate	SearchDate	SearchDay	DaysFromDeparture	SideStepReturnCustomer	RouteGroup	OriginGMT	DestinationGMT	TimeZoneChanges	Direction	FlyingTime	LocalFlyingTime	Distance	BadOD	q01_OwnFlight	q02_TripPurpose	q03_WhoPays	q04_Reimbursed	q05_MostAttractive	q06_LeastAttractive	q07_CancelTrip	q08_OtherMode	q09_RoundTrips	q10_RoundTripsForOD	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	q17_Gender	q18_ZipCode	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	StopTime_1	StopTime_2	StopTime_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	FlyingTimeMins_1	FlyingTimeMins_2	FlyingTimeMins_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	TripTimeMins_1	TripTimeMins_2	TripTimeMins_3	Legroom_1	Legroom_2	Legroom_3	OneWayFare_1	OneWayFare_2	OneWayFare_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	WorstAlternative_1	WorstAlternative_2	WorstAlternative_3	TripPurpose	WhoIsPaying	Reimbursed
74141	2267	14	9	19	20	15	21	21	16	16406	2	1	16409	5	1	4	16378	16378	2	28	0	1	360	480	2	0	254	134	1730	0	1	1	2	0	1	2	2	99	21	-1	2	-1	720	2	3.5	6	2	785	2	6	4	4	1	-1	-1	4	8	7	4	-1	4	2	18	9	7.5	1080	540	450	0	3	2	20.2333	13.2333	11.2333	1214	794	674	4.23333	4.73333	4.73333	254	284	284	4.23333	6.23333	5.73333	254	374	344	3	2	3	179	179	179	515	470	540	1	0	0	0	1	0	1	2	0
74174	2268	237	331	50	26	20	14	15	12	16383	0	1	-1	-1	6	-1	16378	16378	2	5	0	4	300	300	0	1	161	161	951	0	1	1	2	0	1	2	2	99	10	-1	1	720	-1	-1	-1	-1	-1	9	-1	-1	7	5	4	-1	-1	6	5	1	6	-1	5	5	12	13.5	13.5	720	810	810	0	4	2	14.6833	18.6833	17.6833	881	1121	1061	2.68333	3.18333	3.18333	161	191	191	2.68333	5.18333	4.18333	161	311	251	3	4	3	97	97	97	175	135	155	1	0	0	0	1	0	1	2	0
74227	2269	174	358	25	26	20	40	40	32	16444	5	1	16457	4	1	14	16378	16378	2	66	0	4	300	360	1	0	189	129	1181	0	1	2	1	2	2	1	2	4	7	-1	2	-1	720	2	5	9	2	1468	2	9	3	6	6	-1	-1	3	1	1	8	-1	1	8	16.5	9	12	990	540	720	0	4	2	18.65	13.65	15.65	1119	819	939	3.15	3.65	3.65	189	219	219	3.15	5.65	4.65	189	339	279	4	2	1	104	104	104	270	330	330	0	1	0	1	0	0	2	1	2
74234	2270	106	42	9	9	8	37	37	29	16398	1	2	16403	6	2	6	16378	16378	2	20	0	1	300	300	0	1	109	109	582	0	1	2	1	2	1	3	2	99	6	-1	1	360	-1	4	6	3	2	1469	5	3	5	2	2	-1	-1	3	7	7	3	-1	2	5	15	7.5	16.5	900	450	990	0	4	4	16.8167	11.8167	20.8167	1009	709	1249	1.81667	2.31667	2.31667	109	139	139	1.81667	4.31667	4.31667	109	259	259	3	3	4	115	115	115	275	275	305	1	0	0	0	0	1	2	1	2
74260	2271	170	349	28	18	14	0	0	0	16382	6	1	-1	-1	6	-1	16378	16378	2	4	0	4	300	300	0	1	86	86	399	0	1	2	1	2	1	3	1	3	4	-1	2	-1	990	1	2	1	1	830	2	7	4	2	6	-1	-1	3	2	8	2	-1	2	5	18	10.5	13.5	1080	630	810	0	2	3	19.4333	13.4333	16.9333	1166	806	1016	1.43333	1.93333	1.93333	86	116	116	1.43333	2.93333	3.43333	86	176	206	2	4	3	134	134	134	270	310	310	1	0	0	0	0	1	2	1	2
74289	2272	83	184	37	37	29	2	2	2	16387	4	0	16397	0	0	11	16378	16378	2	9	0	3	300	480	3	0	306	126	2337	0	1	2	1	2	1	2	2	99	2	-1	2	-1	660	2	3.5	99	2	1470	2	7	7	1	4	-1	-1	3	3	2	2	-1	3	6	10.5	15	15	630	900	900	0	3	2	12.6	19.1	18.6	756	1146	1116	5.1	5.6	5.6	306	336	336	5.1	7.1	6.6	306	426	396	3	2	3	154	154	154	330	370	370	1	0	0	0	1	0	2	1	2
74400	2273	66	354	22	22	17	50	26	20	16479	5	1	16482	1	1	4	16378	16378	2	101	0	4	420	300	-2	2	221	341	1615	0	1	2	1	2	1	2	1	4	4	-1	2	-1	900	1	6	4	2	585	5	7	4	11	5	-1	-1	1	3	1	8	-1	3	7	12	14	11	720	840	660	0	3	2	17.6833	21.6833	18.1833	1061	1301	1091	3.68333	4.18333	4.18333	221	251	251	3.68333	5.68333	5.18333	221	341	311	4	4	1	196	196	196	435	475	435	1	0	0	0	1	0	2	1	2
74411	2274	140	41	17	18	14	36	36	28	16399	2	1	16403	6	1	5	16378	16378	2	21	0	1	300	300	0	1	151	151	923	0	1	2	1	2	1	3	2	99	6	-1	0	-1	-1	5	6	14	1	1471	2	8	6	2	7	-1	-1	1	4	3	3	-1	1	7	10.5	15	16.5	630	900	990	0	3	3	13.0167	19.5167	21.0167	781	1171	1261	2.51667	3.01667	3.01667	151	181	181	2.51667	4.51667	4.51667	151	271	271	3	2	2	149	149	149	285	330	345	1	0	0	0	0	1	2	1	2
74431	2275	41	5	10	11	9	12	12	10	16390	0	9	16392	2	0	3	16378	16378	2	12	0	1	300	360	1	0	221	161	1456	0	1	1	2	0	3	2	2	99	21	-1	2	-1	1050	1	6	12	1	1472	1	7	9	7	10	-1	-1	4	8	1	7	-1	3	4	16.5	12	15	990	720	900	0	2	1	19.1833	16.1833	18.6833	1151	971	1121	3.68333	4.18333	4.18333	221	251	251	3.68333	5.18333	4.68333	221	311	281	4	4	1	261	261	261	470	470	525	0	0	1	0	1	0	1	2	0
74508	2276	122	151	24	24	19	59	59	48	16590	4	1	16597	4	1	8	16378	16378	2	212	0	3	300	420	2	0	255	135	1742	0	1	2	1	2	2	3	2	99	2	-1	1	1080	-1	2	3.5	3	2	1278	1	6	3	6	6	-1	-1	3	6	2	7	-1	5	2	9	18	9	540	1080	540	0	2	3	11.25	21.75	13.25	675	1305	795	4.25	4.75	4.75	255	285	285	4.25	5.75	6.25	255	345	375	3	1	4	190	190	190	315	260	315	0	1	0	0	0	1	2	1	2
74568	2277	154	82	25	26	20	2	2	2	16398	1	4	16402	5	24	5	16378	16378	2	20	0	2	300	480	3	0	348	168	2456	0	1	4	1	2	1	3	1	4	4	-1	1	1200	-1	1	3.5	7	2	589	2	7	8	2	2	-1	-1	4	2	7	7	-1	3	5	18	18	12	1080	1080	720	0	3	3	20.8	22.8	16.8	1248	1368	1008	5.8	6.3	6.3	348	378	378	5.8	7.8	7.8	348	468	468	1	1	3	228	228	228	585	755	825	1	0	0	0	0	1	4	1	2
74598	2278	73	243	62	62	51	35	35	27	16436	4	1	16445	6	1	10	16378	16378	2	58	0	3	300	300	0	1	145	145	928	0	1	2	1	2	1	3	2	99	6	-1	2	-1	720	1	6	14	1	13	2	8	3	3	2	-1	-1	7	3	1	4	-1	4	1	10.5	15	16.5	630	900	990	0	4	1	12.9167	19.9167	19.9167	775	1195	1195	2.41667	2.91667	2.91667	145	175	175	2.41667	4.91667	3.41667	145	295	205	1	4	4	124	124	124	320	335	335	1	0	0	0	0	1	2	1	2
74646	2279	78	292	50	26	20	19	20	15	16428	3	46	16431	6	46	4	16378	16393	3	35	1	4	300	360	1	0	146	86	731	0	1	2	1	2	2	3	1	4	10	8	1	1230	-1	1	3	4	1	312	6	6	3	7	4	-1	-1	2	4	3	5	-1	3	2	16.5	18	7.5	990	1080	450	0	3	1	17.9333	21.4333	9.93333	1076	1286	596	2.43333	2.93333	2.93333	146	176	176	2.43333	4.43333	3.43333	146	266	206	4	3	3	195	195	195	295	265	250	0	1	0	0	0	1	2	1	2
74682	2280	210	357	35	35	27	50	26	20	16562	4	14	16565	0	36	4	16378	16378	2	184	0	4	300	300	0	1	159	159	1012	0	1	2	1	2	1	3	2	99	8	-1	1	1020	-1	2	3.5	10	1	1400	4	3	5	5	5	-1	-1	2	5	6	8	-1	6	5	12	7.5	12	720	450	720	0	1	2	14.65	11.15	16.15	879	669	969	2.65	3.15	3.15	159	189	189	2.65	3.65	4.15	159	219	249	4	1	3	105	105	105	280	250	250	1	0	0	0	0	1	2	1	2
74702	2281	135	325	3	3	3	32	26	24	16430	5	11	16439	0	1	10	16378	16397	0	33	1	4	480	300	-3	2	306	486	2394	0	1	2	1	2	3	1	1	4	10	5	1	1380	-1	2	4	99	99	1345	5	5	4	10	5	-1	-1	1	7	2	7	-1	7	4	9	7	13	540	420	780	0	1	3	17.1	16.1	23.1	1026	966	1386	5.1	5.6	5.6	306	336	336	5.1	6.1	7.1	306	366	426	3	3	4	289	289	289	615	835	760	0	0	1	1	0	0	2	1	2
74712	2282	10	338	17	18	14	8	8	7	16423	5	25	16430	5	25	8	16378	16378	2	45	0	4	300	480	3	0	343	163	2402	0	1	4	1	1	2	3	2	99	6	-1	1	465	-1	2	6	11	1	490	1	6	3	5	7	-1	-1	3	3	7	8	-1	1	6	18	13.5	15	1080	810	900	0	1	4	20.7167	17.2167	20.2167	1243	1033	1213	5.71667	6.21667	6.21667	343	373	373	5.71667	6.71667	8.21667	343	403	493	1	3	3	305	305	305	550	520	520	0	1	0	0	0	1	4	1	1
74738	2283	231	291	25	26	20	14	15	12	16485	4	0	16493	5	9	9	16378	16378	2	107	0	4	300	300	0	1	161	161	945	0	1	2	1	2	1	2	2	99	3	-1	1	660	-1	4	5	14	2	1473	1	7	3	4	6	-1	-1	3	4	2	7	-1	7	4	18	7.5	16.5	1080	450	990	0	3	2	20.6833	12.1833	20.6833	1241	731	1241	2.68333	3.18333	3.18333	161	191	191	2.68333	4.68333	4.18333	161	281	251	4	4	1	97	97	97	235	195	185	1	0	0	0	1	0	2	1	2
74744	2284	2	8	19	20	15	16	16	13	16390	0	24	16390	0	40	1	16378	16378	2	12	0	1	360	480	2	0	270	150	1855	0	1	1	2	0	2	3	1	4	99	-1	1	480	-1	1	3.5	10	1	689	4	9	5	9	4	-1	-1	1	2	4	1	-1	7	4	13.5	12	7.5	810	720	450	0	3	4	16	16.5	12.5	960	990	750	4.5	5	5	270	300	300	4.5	6.5	7	270	390	420	2	4	3	230	230	230	530	440	530	0	1	0	0	0	1	1	2	0
74776	2285	222	350	25	26	20	93	93	79	16437	5	1	16440	1	1	4	16378	16378	2	59	0	4	300	300	0	1	168	168	1030	0	1	2	1	2	1	2	2	99	3	-1	2	-1	990	1	2	5	1	1474	3	6	2	4	6	-1	-1	2	3	2	3	-1	4	4	15	18	12	900	1080	720	0	4	1	17.8	23.3	15.8	1068	1398	948	2.8	3.3	3.3	168	198	198	2.8	5.3	3.8	168	318	228	2	2	2	114	114	114	190	150	200	1	0	0	0	1	0	2	1	2
74783	2286	188	303	14	15	12	25	26	20	16382	6	1	16389	6	1	8	16378	16378	2	4	0	4	300	300	0	1	152	152	945	0	1	2	1	2	2	3	1	1	0	-1	0	-1	-1	3	5	8	1	1475	2	4	5	1	6	-1	-1	7	1	5	6	-1	1	4	18	12	9	1080	720	540	0	2	2	20.5333	16.0333	13.0333	1232	962	782	2.53333	3.03333	3.03333	152	182	182	2.53333	4.03333	4.03333	152	242	242	1	2	4	98	98	98	240	190	240	0	1	0	0	0	1	2	1	2
74784	2287	54	168	23	23	18	2	2	2	16409	5	26	16412	1	22	4	16378	16378	2	31	0	3	480	480	0	1	162	162	945	0	1	2	1	2	1	3	2	99	2	-1	1	390	-1	2	5	3	2	1476	5	3	1	4	2	-1	-1	6	3	4	1	-1	7	4	15	10.5	13.5	900	630	810	0	1	1	17.7	14.2	17.2	1062	852	1032	2.7	3.2	3.2	162	192	192	2.7	3.7	3.7	162	222	222	1	3	2	115	115	115	260	345	345	1	0	0	0	0	1	2	1	2
74808	2288	123	86	3	3	3	9	9	8	16425	0	1	16438	6	1	14	16378	16378	2	47	0	2	480	300	-3	2	278	458	2175	0	1	2	3	0	1	2	2	99	3	-1	2	-1	870	1	2	1	2	1477	99	3	2	1	3	-1	-1	9	7	6	1	-1	1	2	13	13	10	780	780	600	0	3	2	20.6333	22.6333	19.1333	1238	1358	1148	4.63333	5.13333	5.13333	278	308	308	4.63333	6.63333	6.13333	278	398	368	1	1	2	237	237	237	340	340	375	1	0	0	0	1	0	2	3	0
74913	2289	55	179	24	24	19	9	9	8	16392	2	1	16396	6	1	5	16378	16378	2	14	0	3	300	300	0	1	116	116	665	0	1	3	2	0	2	3	2	99	9	-1	2	-1	930	1	6	10	1	13	2	8	2	2	1	-1	-1	6	1	4	8	-1	2	1	15	15	10.5	900	900	630	0	1	4	16.9333	17.9333	14.9333	1016	1076	896	1.93333	2.43333	2.43333	116	146	146	1.93333	2.93333	4.43333	116	176	266	3	4	2	113	113	113	410	325	410	0	1	0	0	0	1	3	2	0
74953	2290	195	112	25	26	20	21	21	16	16449	3	1	16453	0	1	5	16378	16378	2	71	0	2	300	480	3	0	343	163	2428	0	1	1	2	0	1	2	1	4	16	-1	1	420	-1	1	5	11	1	1285	2	9	1	1	1	-1	-1	3	3	2	5	-1	6	8	13.5	15	9	810	900	540	0	4	3	16.2167	20.2167	13.7167	973	1213	823	5.71667	6.21667	6.21667	343	373	373	5.71667	8.21667	7.71667	343	493	463	1	3	3	257	257	257	540	540	440	1	0	0	0	1	0	1	2	0
74974	2291	30	93	9	9	8	2	2	2	16491	3	1	16495	0	1	5	16378	16378	2	113	0	2	300	480	3	0	274	94	1940	0	1	4	2	0	1	3	1	4	6	-1	2	-1	1230	2	3.5	99	2	1	2	6	7	2	5	-1	-1	7	1	2	3	-1	6	2	16.5	9	13.5	990	540	810	0	3	1	18.0667	12.5667	16.0667	1084	754	964	4.56667	5.06667	5.06667	274	304	304	4.56667	6.56667	5.56667	274	394	334	2	4	2	225	225	225	480	565	565	1	0	0	0	0	1	4	2	0
75161	2292	206	243	62	62	51	35	35	27	16450	4	1	16453	0	1	4	16378	16378	2	72	0	3	300	300	0	1	145	145	928	0	1	2	1	2	1	2	2	99	21	-1	0	-1	-1	1	3.5	6	1	1478	2	7	2	4	5	-1	-1	9	1	3	4	-1	5	6	9	13.5	7.5	540	810	450	0	4	1	11.4167	18.4167	10.9167	685	1105	655	2.41667	2.91667	2.91667	145	175	175	2.41667	4.91667	3.41667	145	295	205	3	3	1	124	124	124	290	300	240	1	0	0	0	1	0	2	1	2
75278	2293	78	359	12	12	10	21	21	16	16554	3	1	16557	6	9	4	16378	16378	2	176	0	4	360	480	2	0	172	52	1168	0	1	1	1	2	1	3	2	99	2	-1	1	-1	-1	2	5	6	2	1479	2	9	3	7	4	-1	-1	2	4	3	5	-1	3	2	16.5	18	7.5	990	1080	450	0	3	1	17.3667	20.8667	9.36667	1042	1252	562	2.86667	3.36667	3.36667	172	202	202	2.86667	4.86667	3.86667	172	292	232	4	3	3	214	214	214	325	290	275	1	0	0	0	0	1	1	1	2
75402	2294	240	2	4	4	4	5	5	5	16534	4	0	16536	6	20	3	16378	16392	2	142	1	1	480	480	0	1	58	58	226	0	1	2	1	2	1	2	2	99	4	0	1	600	-1	2	4	10	2	1480	4	6	8	4	7	-1	-1	5	2	1	1	-1	6	3	10.5	16.5	13.5	630	990	810	0	2	2	11.4667	18.9667	15.9667	688	1138	958	0.966667	1.46667	1.46667	58	88	88	0.966667	2.46667	2.46667	58	148	148	1	2	4	69	69	69	125	145	135	1	0	0	0	1	0	2	1	2
75404	2295	255	334	31	31	23	33	33	25	16427	2	1	16434	2	1	8	16378	16378	2	49	0	3	300	420	2	0	265	145	1818	0	1	2	1	2	2	1	1	99	3	-1	1	660	-1	2	6	4	2	1481	99	2	2	1	3	-1	-1	8	3	4	4	-1	5	8	13.5	9	18	810	540	1080	0	1	3	15.9167	12.4167	22.4167	955	745	1345	4.41667	4.91667	4.91667	265	295	295	4.41667	5.41667	6.41667	265	325	385	2	2	3	144	144	144	520	435	480	0	1	0	1	0	0	2	1	2
75427	2296	135	114	28	18	14	21	21	16	16436	4	1	16441	2	1	6	16378	16378	2	58	0	2	300	480	3	0	316	136	2269	0	1	2	1	2	1	3	2	99	2	-1	0	-1	-1	3	6	99	1	20	2	8	4	10	5	-1	-1	1	7	2	7	-1	7	4	12	9	18	720	540	1080	0	1	3	14.2667	12.2667	22.2667	856	736	1336	5.26667	5.76667	5.76667	316	346	346	5.26667	6.26667	7.26667	316	376	436	3	3	4	197	197	197	420	570	520	1	0	0	0	0	1	2	1	2
75445	2297	114	300	16	16	13	19	20	15	16435	3	1	16438	6	1	4	16378	16378	2	57	0	4	480	360	-2	2	245	365	1841	0	1	2	1	2	1	2	2	99	15	-1	1	1080	-1	2	3.5	10	2	43	2	7	3	5	3	-1	-1	5	6	4	6	-1	4	7	7	8	11	420	480	660	0	3	1	13.0833	16.0833	18.0833	785	965	1085	4.08333	4.58333	4.58333	245	275	275	4.08333	6.08333	5.08333	245	365	305	3	1	1	230	230	230	830	795	795	1	0	0	0	1	0	2	1	2
75453	2298	248	291	25	26	20	14	15	12	16522	6	48	16528	5	1	7	16378	16378	2	144	0	4	300	300	0	1	161	161	945	0	1	2	1	2	1	2	1	4	12	-1	2	-1	480	2	3.5	12	2	1482	1	7	4	7	3	-1	-1	5	2	7	8	-1	1	6	12	15	9	720	900	540	0	3	1	14.6833	19.6833	12.6833	881	1181	761	2.68333	3.18333	3.18333	161	191	191	2.68333	4.68333	3.68333	161	281	221	2	4	2	97	97	97	280	220	270	1	0	0	0	1	0	2	1	2
75525	2299	48	123	22	22	17	45	45	36	16379	3	24	16384	1	24	6	16378	16378	2	1	0	3	420	480	1	0	151	91	945	0	1	1	2	0	1	3	2	99	5	-1	2	-1	885	1	5	6	2	119	5	3	4	3	7	-1	-1	6	7	4	6	-1	6	8	18	18	12	1080	1080	720	0	4	1	19.5167	22.0167	14.5167	1171	1321	871	2.51667	3.01667	3.01667	151	181	181	2.51667	5.01667	3.51667	151	301	211	3	3	1	228	228	228	435	415	460	1	0	0	0	0	1	1	2	0
75542	2300	90	185	0	0	0	5	5	5	16445	6	1	16450	4	1	6	16378	16396	6	49	1	3	300	480	3	0	334	154	2374	0	1	2	1	2	1	3	2	99	5	0	2	-1	540	2	3	13	2	1483	2	6	6	4	4	-1	-1	11	5	5	8	-1	5	6	10.5	18	18	630	1080	1080	0	2	2	13.0667	22.0667	22.0667	784	1324	1324	5.56667	6.06667	6.06667	334	364	364	5.56667	7.06667	7.06667	334	424	424	2	4	2	158	158	158	340	395	475	1	0	0	0	0	1	2	1	2
75585	2301	232	166	16	16	13	2	2	2	16407	3	11	16410	6	21	4	16378	16378	2	29	0	3	480	480	0	1	60	60	337	0	1	2	1	2	1	3	1	4	10	-1	2	-1	660	1	3.5	5	2	219	4	6	4	4	9	-1	-1	7	2	6	3	-1	5	3	10.5	12	12	630	720	720	0	3	2	11.5	15	14.5	690	900	870	1	1.5	1.5	60	90	90	1	3	2.5	60	180	150	2	3	4	97	97	97	325	295	310	1	0	0	0	0	1	2	1	2
75723	2302	65	2	4	4	4	5	5	5	16399	2	1	16402	5	1	4	16378	16378	2	21	0	1	480	480	0	1	58	58	226	0	1	2	1	2	1	3	2	99	4	-1	2	-1	720	2	5	99	2	120	5	3	5	2	2	-1	-1	3	3	5	5	-1	4	3	12	16.5	7.5	720	990	450	0	2	1	12.9667	18.9667	9.46667	778	1138	568	0.966667	1.46667	1.46667	58	88	88	0.966667	2.46667	1.96667	58	148	118	4	4	1	69	69	69	170	140	155	1	0	0	0	0	1	2	1	2
75734	2303	14	6	13	13	11	14	15	12	16398	1	20	16403	6	46	6	16378	16378	2	20	0	1	360	300	-1	2	188	248	1304	0	1	2	1	2	3	2	2	99	2	-1	1	1080	-1	5	5	10	1	1484	2	7	4	4	1	-1	-1	4	8	7	4	-1	4	2	14	8	7	840	480	420	0	3	2	18.1333	14.1333	12.6333	1088	848	758	3.13333	3.63333	3.63333	188	218	218	3.13333	5.13333	4.63333	188	308	278	3	2	3	131	131	131	380	345	395	0	0	1	0	1	0	2	1	2
75761	2304	2	1	2	2	2	3	3	3	16428	3	0	16431	6	9	4	16378	16378	2	50	0	1	480	480	0	1	152	152	955	0	1	2	1	2	2	3	2	99	2	-1	2	-1	900	3	5	9	2	389	5	3	5	9	4	-1	-1	1	2	4	1	-1	7	4	13.5	12	7.5	810	720	450	0	3	4	16.0333	16.5333	12.5333	962	992	752	2.53333	3.03333	3.03333	152	182	182	2.53333	4.53333	5.03333	152	272	302	2	4	3	116	116	116	270	225	270	0	1	0	0	0	1	2	1	2
75783	2305	256	258	2	2	2	47	47	38	16393	3	1	16396	6	1	4	16378	16405	1	-12	1	3	480	360	-2	2	192	312	1386	0	1	2	1	2	3	1	2	99	20	2	1	645	-1	1	3	12	1	13	2	6	6	3	6	-1	-1	5	3	6	5	-1	7	1	9	8	12	540	480	720	0	1	1	14.2	14.2	18.2	852	852	1092	3.2	3.7	3.7	192	222	222	3.2	4.2	4.2	192	252	252	2	1	4	137	137	137	275	265	275	0	0	1	1	0	0	2	1	2
75793	2306	29	174	13	13	11	9	9	8	16380	4	1	-1	-1	6	-1	16378	16378	2	2	0	3	360	300	-1	2	142	202	907	0	1	1	2	0	1	2	0	99	21	-1	2	-1	1140	1	3.5	9	1	936	2	6	9	1	6	-1	-1	5	8	7	1	-1	6	7	10	9	13	600	540	780	0	3	4	13.3667	14.3667	18.8667	802	862	1132	2.36667	2.86667	2.86667	142	172	172	2.36667	4.36667	4.86667	142	262	292	4	3	2	123	123	123	315	315	410	1	0	0	0	1	0	1	2	0
75843	2307	52	187	8	8	7	5	5	5	16424	6	1	16426	1	1	3	16378	16378	2	46	0	3	480	480	0	1	82	82	406	0	1	2	1	2	1	3	2	99	3	-1	2	-1	900	2	3.5	6	1	1170	3	6	5	5	6	-1	-1	11	4	7	2	-1	7	8	16.5	10.5	7.5	990	630	450	0	1	2	17.8667	12.8667	10.3667	1072	772	622	1.36667	1.86667	1.86667	82	112	112	1.36667	2.36667	2.86667	82	142	172	1	4	4	74	74	74	190	200	260	1	0	0	0	0	1	2	1	2
75870	2308	110	125	22	22	17	21	21	16	16457	4	1	16459	6	1	3	16378	16378	2	79	0	3	420	480	1	0	130	70	852	0	1	2	1	2	1	3	2	99	3	-1	1	990	-1	2	3.5	5	2	1341	1	2	10	6	7	-1	-1	1	1	1	1	-1	4	6	15	9	10.5	900	540	630	0	3	3	16.1667	12.1667	13.6667	970	730	820	2.16667	2.66667	2.66667	130	160	160	2.16667	4.16667	4.16667	130	250	250	2	3	1	165	165	165	260	240	275	1	0	0	0	0	1	2	1	2
75915	2309	244	65	34	34	26	47	47	38	16411	0	1	16415	4	1	5	16378	16378	2	33	0	1	360	360	0	1	125	125	684	0	1	1	2	0	1	3	1	4	21	-1	2	-1	600	1	6	5	1	1485	4	9	4	3	3	-1	-1	1	6	5	7	-1	7	5	10.5	13.5	7.5	630	810	450	0	4	1	12.5833	18.0833	10.5833	755	1085	635	2.08333	2.58333	2.58333	125	155	155	2.08333	4.58333	3.08333	125	275	185	2	2	2	110	110	110	150	160	145	1	0	0	0	0	1	1	2	0
75959	2310	140	228	52	52	41	29	29	21	16477	3	1	16481	0	1	5	16378	16378	2	99	0	3	480	300	-3	2	294	474	2351	0	1	2	1	2	1	3	2	99	3	-1	2	-1	870	2	5	10	1	1486	2	3	6	2	7	-1	-1	1	4	3	3	-1	1	7	8	11	12	480	660	720	0	3	3	15.9	20.9	21.9	954	1254	1314	4.9	5.4	5.4	294	324	324	4.9	6.9	6.9	294	414	414	3	2	2	146	146	146	280	325	340	1	0	0	0	0	1	2	1	2
76053	2311	174	143	2	2	2	0	0	0	16429	4	1	16433	1	1	5	16378	16378	2	51	0	3	480	300	-3	2	321	501	2604	0	1	2	1	2	1	3	2	99	3	-1	2	-1	870	1	5	99	2	1	2	7	3	6	6	-1	-1	3	1	1	8	-1	1	8	12	7	9	720	420	540	0	4	2	20.35	17.85	18.85	1221	1071	1131	5.35	5.85	5.85	321	351	351	5.35	7.85	6.85	321	471	411	4	2	1	240	240	240	615	760	760	1	0	0	0	0	1	2	1	2
76078	2312	15	82	25	26	20	2	2	2	16470	3	1	16476	2	1	7	16378	16378	2	92	0	2	300	480	3	0	348	168	2456	0	1	4	1	2	1	2	1	1	8	-1	1	420	-1	-1	-1	-1	-1	9	-1	-1	4	2	5	-1	-1	7	5	2	7	-1	5	2	7.5	16.5	15	450	990	900	0	4	2	10.3	21.8	19.3	618	1308	1158	5.8	6.3	6.3	348	378	378	5.8	8.3	7.3	348	498	438	4	2	1	228	228	228	650	585	585	1	0	0	0	1	0	4	1	2
76086	2313	240	360	5	5	5	27	20	15	16389	6	1	-1	-1	6	-1	16378	16378	2	11	0	4	480	360	-2	2	213	333	1517	0	1	2	1	2	2	1	1	4	21	-1	1	1050	-1	1	2	6	1	612	2	6	8	4	7	-1	-1	5	2	1	1	-1	6	3	9	13	11	540	780	660	0	2	2	14.55	20.05	18.05	873	1203	1083	3.55	4.05	4.05	213	243	243	3.55	5.05	5.05	213	303	303	1	2	4	106	106	106	195	225	205	0	1	0	1	0	0	2	1	2
76152	2314	90	29	2	2	2	19	20	15	16500	5	1	16501	6	11	2	16378	16378	2	122	0	1	480	360	-2	2	236	356	1752	0	1	1	2	0	1	3	2	99	3	-1	1	600	-1	2	3.5	99	2	1487	4	3	6	4	4	-1	-1	11	5	5	8	-1	5	6	9	14	14	540	840	840	0	2	2	14.9333	21.4333	21.4333	896	1286	1286	3.93333	4.43333	4.43333	236	266	266	3.93333	5.43333	5.43333	236	326	326	2	4	2	182	182	182	390	455	550	1	0	0	0	0	1	1	2	0
76181	2315	138	45	39	39	31	5	5	5	16431	6	1	16436	4	1	6	16378	16378	2	53	0	1	360	480	2	0	225	105	1520	0	1	2	1	2	1	3	2	99	4	-1	0	-1	-1	2	5	12	2	1488	2	7	7	2	6	-1	-1	4	3	3	4	-1	7	3	12	12	10.5	720	720	630	0	3	1	13.75	15.75	13.25	825	945	795	3.75	4.25	4.25	225	255	255	3.75	5.75	4.75	225	345	285	3	1	1	107	107	107	340	340	275	1	0	0	0	0	1	2	1	2
76277	2316	33	60	13	13	11	36	36	28	16379	3	1	16381	5	1	3	16378	16378	2	1	0	1	360	300	-1	2	214	274	1502	0	1	2	1	2	3	1	2	99	16	-1	2	-1	930	1	3.5	2	2	1489	2	6	4	11	6	-1	-1	1	1	8	2	-1	8	1	8	11	9	480	660	540	0	3	2	12.5667	17.5667	15.0667	754	1054	904	3.56667	4.06667	4.06667	214	244	244	3.56667	5.56667	5.06667	214	334	304	1	1	2	179	179	179	310	230	245	0	0	1	1	0	0	2	1	2
